GN2_tracksel_Lxy perfect_tracksel_Lxy SV1_Lxy HadronConeExclTruthLabelLxy HadronConeExclTruthLabelID Truth_Chi2 GN2_chi2
0.3659033383858963 0.36615009427230927 3.1720738 2.7061388 5 0.6345862446083606 0.10654612064475825
4.9987212351034715 0.802588817796352 10.86877 10.871568 5 0.31736991761367045 11.218770225032069
1.0731107855954494 1.0731107855954494 nan 1.9711622 5 0.011404409895661613 0.011404409895661613
0.22747140149314526 0.06373249624311556 1.6746056 0.50378734 5 0.21737594459474638 0.2375255500765338
4.337530413697492 4.337530413697492 12.994087 3.047312 5 5.089086184185065 5.089086184185065
2.337415918550102 1.4047214201287548 5.373252 1.7612658 5 1.567644154660734 1.0818109730263161
4.562396947278672 4.562396947278672 12.041977 9.112179 5 2.7962276998199616 2.7962276998199616
0.6585837957170948 0.6585837957170948 1.9510014 2.0370984 5 0.5642676379726522 0.5642676379726522
1.3836919465235744 1.3836919465235744 3.4270265 3.6459177 5 0.7851019396378207 0.7851019396378207
19.394247796270214 19.394247796270214 21.939463 4.553943 5 7.072880523870787 7.072880523870787
0.7207285966290814 0.7207285966290814 nan 1.641055 4 0.0006395665916867959 0.0006395665916867959
1.3946599010179175 1.3946599010179175 2.4304779 2.6604552 5 0.06853798470528456 0.06853798470528456
1.0430130511636186 1.0430130511636186 4.9610314 3.877459 5 2.3500437185034135 2.3500437185034135
0.3520300188510401 0.3520300188510401 nan 0.8767371 5 10.255048430540542 10.255048430540542
8.991022951428363 8.991022951428363 7.4440627 7.1546993 5 1.8940326260246458 1.8940326260246458
0.32118360002310964 0.5629246298692637 nan 0.48350856 5 0.0649877967659228 0.032073742471669865
1.4144020911564732 1.4138369261777302 nan 1.4830307 4 0.18553533967121655 8.323376300191154e-05
1.5922777011532172 2.39674721150717 10.249274 3.8983483 5 18.570825779083336 0.09705089937967244
5.418497397181523 5.418497397181523 5.542864 5.4320893 5 0.24238143363778583 0.24238143363778583
1.9044724207437627 1.9044724207437627 nan 2.987629 4 0.00038308610672533184 0.00038308610672533184
2.7804932692890088 2.78157036338185 2.5916336 2.3658216 5 2.070363273456225 2.141427219240893
1.4815074319839143 1.8676363291111813 2.3301048 1.0626681 5 0.022760827019892692 0.08184724118979211
3.2198504745495495 3.2198504745495495 2.9377708 3.6512198 5 0.005547066104345737 0.005547066104345737
0.884701588054314 0.5331544582678639 0.9633551 0.7031746 5 5.5851348052671534 0.05317052128909257
1.207763855809908 1.2321607500916474 1.9876869 2.187939 5 0.0425667006200434 0.15140011447473886
0.425048828125 2.466868200406516 nan 1.8697512 5 0.07282952762635625 0.0
4.114166633724061 3.33073579916512 3.075605 2.2021968 5 0.26854851662292994 0.26916880447820823
0.9201638327629779 0.40800944339999173 nan 0.85822695 4 0.0032952441260324446 0.0038216906217351807
18.63310470987301 18.63310470987301 19.29244 19.407648 5 0.8665135138534426 0.8665135138534426
1.0783495659442675 1.0783495659442675 1.0709893 0.5406005 5 0.013311194241050558 0.013311194241050558
6.514456404435532 6.514456404435532 5.516636 4.221921 5 0.012461481983214581 0.012461481983214581
1.2534657670729938 0.8027879017418792 1.0980545 1.2076201 4 0.0033778786825481976 1.0458005976386
0.5653878830789221 0.5653878830789221 nan 5.1897144 5 0.050020009134132286 0.050020009134132286
1.6200810579070386 1.6200810579070386 2.2584515 2.520674 5 0.7847539834824065 0.7847539834824065
0.9499473991308051 0.7966788049119465 2.7149124 1.0967973 5 0.009989387859187194 0.0064619489916414065
1.3984485952197385 1.39987303850403 nan 0.7618173 5 3.5364644468588105 0.1839437415634164
7.901602653706569 7.88274441015234 8.069132 6.9910083 5 0.8431814921542414 1.5245203892918924
2.6748761125051757 3.5158819040503326 3.6149967 2.6659548 5 0.2345094055545865 0.16114343183805466
0.02886962890625 1.3943000069925242 2.5236595 6.7830515 5 0.06127943249538868 0.0
2.977022170483673 3.0465862416971534 5.1141825 0.66780776 5 0.6682155045671211 0.9213359877169749
12.568581655359457 12.568581655359457 13.085856 11.555189 5 19.199058183388615 19.199058183388615
0.6352949161388046 0.6412387885406058 2.27064 3.0216846 5 0.7286312324250049 0.8830115958476589
0.8968714647060786 0.9116094276758867 1.8575666 1.9207286 5 6.603930179022191 5.267505917916455
0.5247908201854976 0.5247908201854976 4.625357 3.575485 5 0.031520605653227396 0.031520605653227396
1.5142119688144933 1.5142119688144933 5.313959 5.870866 5 8.189251194877091 8.189251194877091
3.0178209643764746 3.0178209643764746 6.958242 6.699927 5 2.4124039900446888 2.4124039900446888
0.9234738371535607 0.9225914211922771 1.8074099 1.9098688 5 0.06629065483189929 3.3597250436566286
0.17080803386653243 0.07341529698292648 1.7720424 1.1349852 5 0.039835855057654274 0.03408891573639662
0.43316064966432305 3.255877191724471 nan 2.233406 4 0.7978414877003424 0.001969218988605442
8.299084176288389 8.299084176288389 8.147606 5.0815816 5 0.16326381645627014 0.16326381645627014
0.00872039794921875 0.00872039794921875 7.630099 5.9967217 4 0.0 0.0
1.9248506097505282 0.12050896342314729 1.5198971 0.6584466 4 0.009139339840971827 0.001551236487030521
9.259266304635867 8.82421758315105 8.543895 7.962184 5 0.028828740773498694 0.056181095124130026
8.735414403242327 8.735414403242327 9.343455 8.946685 4 0.26302794179852323 0.26302794179852323
0.12390470027505089 0.06929809282424844 nan 0.8423636 5 0.029822237162044005 0.1293181763066079
